Gene	Sample	Value
STS-1	NKI_73	0.168
TCEAL1	NKI_73	0.014
GABRP	NKI_73	-0.509
FLJ21127	NKI_73	-0.253
BCL2	NKI_73	-0.108
MOAP1	NKI_73	0.115
ACOT4	NKI_73	-0.583
YBX1	NKI_73	0.015
SOD2	NKI_73	-0.275
MREG	NKI_73	-0.39
CDH3	NKI_73	-0.333
C10orf38	NKI_73	-0.01
RARRES1	NKI_73	-0.352
ABTB2	NKI_73	0.216
RERG	NKI_73	-0.441
ST8SIA1	NKI_73	0.007
SIRPA	NKI_73	0.008
MICALL1	NKI_73	0.177
CDCA7	NKI_73	0
ERBB4	NKI_73	-0.649
QSCN6L1	NKI_73	-0.186
CYP2B6	NKI_73	-1.065
CIRBP	NKI_73	0.247
ERBB3	NKI_73	-0.413
CHCHD5	NKI_73	-0.198
LOC124220	NKI_73	-0.036
TMCC2	NKI_73	0.212
DACH1	NKI_73	-0.369
HMGCL	NKI_73	-0.114
NCOA7	NKI_73	0.038
FSCN1	NKI_73	0.022
KCNN4	NKI_73	-0.121
CPEB2	NKI_73	0.249
CYP2B6	NKI_73	-0.941
AKR7A3	NKI_73	-1.073
FLJ20273	NKI_73	-0.539
JMJD2B	NKI_73	-0.266
CDK2AP1	NKI_73	-0.127
HEXIM1	NKI_73	0.294
SH2D2A	NKI_73	-0.393
IFNAR2	NKI_73	-0.132
ASNS	NKI_73	-0.245
MLZE	NKI_73	0.214
SKP1A	NKI_73	-0.078
MYO5C	NKI_73	-0.487
APOBEC3B	NKI_73	-0.379
LRBA	NKI_73	-0.19
UBXD3	NKI_73	-0.139
DSC2	NKI_73	-0.253
TEGT	NKI_73	-0.169
EML4	NKI_73	-0.066
KARCA1	NKI_73	-0.764
GATA3	NKI_75	-1.077
CA12	NKI_75	-0.586
THSD4	NKI_75	-0.664
AFF3	NKI_75	-0.978
TBC1D9	NKI_75	-0.806
FOXA1	NKI_75	-1.228
GREB1	NKI_75	-0.848
DNALI1	NKI_75	-0.793
VGLL1	NKI_75	0.741
PRR15	NKI_75	-1.077
SLC7A2	NKI_75	-0.833
XBP1	NKI_75	-0.622
SCUBE2	NKI_75	-0.794
MYB	NKI_75	-0.701
B3GNT5	NKI_75	0.091
CELSR1	NKI_75	-0.538
NAT1	NKI_75	-0.759
MAGED2	NKI_75	-0.348
VAV3	NKI_75	-0.896
FBP1	NKI_75	-0.688
BCL11A	NKI_75	0.463
SOD2	NKI_75	0.554
AGR2	NKI_75	-1.109
ERBB4	NKI_75	-0.395
TNFRSF21	NKI_75	0.271
PHGDH	NKI_75	0.339
TFF3	NKI_75	-1.252
STS-1	NKI_75	0.035
TCEAL1	NKI_75	-0.353
GABRP	NKI_75	0.592
FLJ21127	NKI_75	-0.284
BCL2	NKI_75	-0.361
MOAP1	NKI_75	-0.279
ACOT4	NKI_75	-0.472
YBX1	NKI_75	0.19
SOD2	NKI_75	0.382
MREG	NKI_75	-0.447
CDH3	NKI_75	0.518
C10orf38	NKI_75	0.245
RARRES1	NKI_75	-0.097
ABTB2	NKI_75	0.205
RERG	NKI_75	-0.025
ST8SIA1	NKI_75	0.717
SIRPA	NKI_75	0.224
MICALL1	NKI_75	0.56
CDCA7	NKI_75	0.238
ERBB4	NKI_75	-0.432
QSCN6L1	NKI_75	0.467
CYP2B6	NKI_75	-0.837
CIRBP	NKI_75	-0.199
ERBB3	NKI_75	-0.476
CHCHD5	NKI_75	-0.129
LOC124220	NKI_75	-0.794
TMCC2	NKI_75	0.237
DACH1	NKI_75	-0.527
HMGCL	NKI_75	-0.174
NCOA7	NKI_75	0.269
FSCN1	NKI_75	0.391
KCNN4	NKI_75	0.263
CPEB2	NKI_75	-0.071
CYP2B6	NKI_75	-0.797
AKR7A3	NKI_75	-0.978
FLJ20273	NKI_75	-0.438
JMJD2B	NKI_75	-0.262
CDK2AP1	NKI_75	0.32
HEXIM1	NKI_75	-0.228
SH2D2A	NKI_75	0.284
IFNAR2	NKI_75	0.509
ASNS	NKI_75	0.307
MLZE	NKI_75	0.007
SKP1A	NKI_75	-0.335
MYO5C	NKI_75	-0.294
APOBEC3B	NKI_75	0.198
LRBA	NKI_75	-0.304
UBXD3	NKI_75	-0.299
DSC2	NKI_75	0.451
TEGT	NKI_75	-0.03
EML4	NKI_75	0.06
KARCA1	NKI_75	-0.582
GATA3	NKI_76	-0.566
CA12	NKI_76	-0.492
THSD4	NKI_76	-0.634
AFF3	NKI_76	-1.518
TBC1D9	NKI_76	-0.344
FOXA1	NKI_76	-0.392
GREB1	NKI_76	-0.846
DNALI1	NKI_76	-0.028
VGLL1	NKI_76	-0.27
PRR15	NKI_76	-0.239
SLC7A2	NKI_76	-0.443
XBP1	NKI_76	-0.216
SCUBE2	NKI_76	-0.733
MYB	NKI_76	-0.74
B3GNT5	NKI_76	0.441
CELSR1	NKI_76	-0.581
NAT1	NKI_76	-0.606
MAGED2	NKI_76	-0.238
VAV3	NKI_76	-0.317
FBP1	NKI_76	-0.729
BCL11A	NKI_76	-0.486
SOD2	NKI_76	0.261
AGR2	NKI_76	0.313
ERBB4	NKI_76	-0.211
TNFRSF21	NKI_76	0.42
PHGDH	NKI_76	0.192
TFF3	NKI_76	-0.973
STS-1	NKI_76	0.406
TCEAL1	NKI_76	-0.427
GABRP	NKI_76	-0.413
FLJ21127	NKI_76	0.062
BCL2	NKI_76	-0.699
MOAP1	NKI_76	-0.151
ACOT4	NKI_76	-0.124
YBX1	NKI_76	0.016
SOD2	NKI_76	0.28
MREG	NKI_76	-0.2
CDH3	NKI_76	0.309
C10orf38	NKI_76	0.02
RARRES1	NKI_76	0.767
ABTB2	NKI_76	0.123
RERG	NKI_76	-0.75
ST8SIA1	NKI_76	0.012
SIRPA	NKI_76	0.121
MICALL1	NKI_76	0.091
CDCA7	NKI_76	-0.538
ERBB4	NKI_76	-0.1
QSCN6L1	NKI_76	0.155
CYP2B6	NKI_76	-1.006
CIRBP	NKI_76	-0.275
ERBB3	NKI_76	-0.467
CHCHD5	NKI_76	-0.102
LOC124220	NKI_76	-0.139
TMCC2	NKI_76	-0.205
DACH1	NKI_76	-0.51
HMGCL	NKI_76	0.003
NCOA7	NKI_76	0.741
FSCN1	NKI_76	0.07
KCNN4	NKI_76	-0.401
CPEB2	NKI_76	-0.265
CYP2B6	NKI_76	-0.893
AKR7A3	NKI_76	-0.912
FLJ20273	NKI_76	-0.132
JMJD2B	NKI_76	-0.288
CDK2AP1	NKI_76	0.195
HEXIM1	NKI_76	-0.197
SH2D2A	NKI_76	-0.002
IFNAR2	NKI_76	0.095
ASNS	NKI_76	0.4
MLZE	NKI_76	0.18
SKP1A	NKI_76	0.003
MYO5C	NKI_76	-0.244
APOBEC3B	NKI_76	0.059
LRBA	NKI_76	-0.164
UBXD3	NKI_76	-0.026
DSC2	NKI_76	-0.103
TEGT	NKI_76	0.019
EML4	NKI_76	0.07
KARCA1	NKI_76	-1.091
GATA3	NKI_78	-0.235
CA12	NKI_78	0.141
THSD4	NKI_78	-0.109
AFF3	NKI_78	-0.104
TBC1D9	NKI_78	0.232
FOXA1	NKI_78	-0.036
GREB1	NKI_78	-0.651
DNALI1	NKI_78	0.031
VGLL1	NKI_78	-0.416
PRR15	NKI_78	-0.488
SLC7A2	NKI_78	0.525
XBP1	NKI_78	0.16
SCUBE2	NKI_78	-0.901
MYB	NKI_78	-0.626
B3GNT5	NKI_78	-0.095
CELSR1	NKI_78	0.039
NAT1	NKI_78	0.299
MAGED2	NKI_78	-0.005
VAV3	NKI_78	0.222
FBP1	NKI_78	-0.076
BCL11A	NKI_78	-0.573
SOD2	NKI_78	-0.023
AGR2	NKI_78	-1.005
ERBB4	NKI_78	-0.005
TNFRSF21	NKI_78	-0.203
PHGDH	NKI_78	0.523
TFF3	NKI_78	-0.962
STS-1	NKI_78	-0.117
TCEAL1	NKI_78	0.487
GABRP	NKI_78	-0.549
FLJ21127	NKI_78	0.204
BCL2	NKI_78	0.051
MOAP1	NKI_78	0.254
ACOT4	NKI_78	-0.354
YBX1	NKI_78	-0.09
SOD2	NKI_78	0.159
MREG	NKI_78	-0.068
CDH3	NKI_78	-0.566
C10orf38	NKI_78	-0.241
RARRES1	NKI_78	-0.533
ABTB2	NKI_78	-0.205
RERG	NKI_78	0.084
ST8SIA1	NKI_78	-0.433
SIRPA	NKI_78	-0.247
MICALL1	NKI_78	-0.216
CDCA7	NKI_78	-0.802
ERBB4	NKI_78	-0.006
QSCN6L1	NKI_78	-0.188
CYP2B6	NKI_78	0.64
CIRBP	NKI_78	0.145
ERBB3	NKI_78	-0.375
CHCHD5	NKI_78	-0.05
LOC124220	NKI_78	0.273
TMCC2	NKI_78	-0.045
DACH1	NKI_78	0.35
HMGCL	NKI_78	0.121
NCOA7	NKI_78	-0.294
FSCN1	NKI_78	-0.043
KCNN4	NKI_78	-0.294
CPEB2	NKI_78	-0.149
CYP2B6	NKI_78	0.626
AKR7A3	NKI_78	-0.215
FLJ20273	NKI_78	-0.059
JMJD2B	NKI_78	-0.061
CDK2AP1	NKI_78	0.082
HEXIM1	NKI_78	-0.019
SH2D2A	NKI_78	-0.559
IFNAR2	NKI_78	0.009
ASNS	NKI_78	0.223
MLZE	NKI_78	0.074
SKP1A	NKI_78	0.127
MYO5C	NKI_78	0.037
APOBEC3B	NKI_78	-0.299
LRBA	NKI_78	-0.202
UBXD3	NKI_78	0.186
DSC2	NKI_78	-0.303
TEGT	NKI_78	0.175
EML4	NKI_78	-0.184
KARCA1	NKI_78	0.494
GATA3	NKI_79	-0.443
CA12	NKI_79	-0.164
THSD4	NKI_79	-0.149
AFF3	NKI_79	-0.205
TBC1D9	NKI_79	-0.385
FOXA1	NKI_79	0.147
GREB1	NKI_79	-0.881
DNALI1	NKI_79	-0.122
VGLL1	NKI_79	-0.359
PRR15	NKI_79	0.471
SLC7A2	NKI_79	-0.571
XBP1	NKI_79	-0.251
SCUBE2	NKI_79	-0.868
MYB	NKI_79	-0.201
B3GNT5	NKI_79	-0.173
CELSR1	NKI_79	-0.86
NAT1	NKI_79	-0.348
MAGED2	NKI_79	-0.05
VAV3	NKI_79	0.176
FBP1	NKI_79	0.343
BCL11A	NKI_79	-0.485
SOD2	NKI_79	-0.203
AGR2	NKI_79	0.14
ERBB4	NKI_79	-0.105
TNFRSF21	NKI_79	-0.228
PHGDH	NKI_79	0.072
TFF3	NKI_79	-0.832
STS-1	NKI_79	-0.026
TCEAL1	NKI_79	-0.463
GABRP	NKI_79	-0.432
FLJ21127	NKI_79	0.12
BCL2	NKI_79	-0.533
MOAP1	NKI_79	0.037
ACOT4	NKI_79	0.289
YBX1	NKI_79	-0.004
SOD2	NKI_79	-0.187
MREG	NKI_79	-0.235
CDH3	NKI_79	-0.256
C10orf38	NKI_79	-0.165
RARRES1	NKI_79	-0.308
ABTB2	NKI_79	0.102
RERG	NKI_79	-0.468
ST8SIA1	NKI_79	-0.289
SIRPA	NKI_79	0.013
MICALL1	NKI_79	-0.201
CDCA7	NKI_79	-0.159
ERBB4	NKI_79	-0.114
QSCN6L1	NKI_79	0.108
CYP2B6	NKI_79	-0.939
CIRBP	NKI_79	0.132
ERBB3	NKI_79	-0.12
CHCHD5	NKI_79	0.05
LOC124220	NKI_79	-0.004
TMCC2	NKI_79	-0.175
DACH1	NKI_79	0.262
HMGCL	NKI_79	0.136
NCOA7	NKI_79	0.048
FSCN1	NKI_79	-0.077
KCNN4	NKI_79	-0.056
CPEB2	NKI_79	-0.101
CYP2B6	NKI_79	-0.845
AKR7A3	NKI_79	0.216
FLJ20273	NKI_79	0.155
JMJD2B	NKI_79	-0.137
CDK2AP1	NKI_79	-0.181
HEXIM1	NKI_79	-0.18
SH2D2A	NKI_79	-0.4
IFNAR2	NKI_79	-0.096
ASNS	NKI_79	-0.167
MLZE	NKI_79	-0.049
SKP1A	NKI_79	-0.184
MYO5C	NKI_79	0.164
APOBEC3B	NKI_79	-0.082
LRBA	NKI_79	-0.177
UBXD3	NKI_79	0.248
DSC2	NKI_79	-0.193
TEGT	NKI_79	0.056
EML4	NKI_79	0.022
KARCA1	NKI_79	0.058
GATA3	NKI_80	-1.177
CA12	NKI_80	-0.782
THSD4	NKI_80	-0.995
AFF3	NKI_80	-1.045
TBC1D9	NKI_80	-0.794
FOXA1	NKI_80	-1.653
GREB1	NKI_80	-0.923
DNALI1	NKI_80	-0.85
VGLL1	NKI_80	0.869
PRR15	NKI_80	-1.138
SLC7A2	NKI_80	-0.971
XBP1	NKI_80	-0.759
SCUBE2	NKI_80	-1.134
MYB	NKI_80	-1.14
B3GNT5	NKI_80	0.293
CELSR1	NKI_80	-0.64
NAT1	NKI_80	-0.735
MAGED2	NKI_80	-0.405
VAV3	NKI_80	-0.691
FBP1	NKI_80	-0.75
BCL11A	NKI_80	0.409
SOD2	NKI_80	0.147
AGR2	NKI_80	-1.346
ERBB4	NKI_80	-0.528
TNFRSF21	NKI_80	0.428
PHGDH	NKI_80	0.244
TFF3	NKI_80	-1.401
STS-1	NKI_80	0.28
TCEAL1	NKI_80	-0.432
GABRP	NKI_80	0.629
FLJ21127	NKI_80	-0.299
BCL2	NKI_80	-0.493
MOAP1	NKI_80	-0.463
ACOT4	NKI_80	-0.618
YBX1	NKI_80	0.313
SOD2	NKI_80	0.164
MREG	NKI_80	-0.641
CDH3	NKI_80	0.454
C10orf38	NKI_80	0.288
RARRES1	NKI_80	0.009
ABTB2	NKI_80	0.21
RERG	NKI_80	-0.512
ST8SIA1	NKI_80	0.006
SIRPA	NKI_80	0.424
MICALL1	NKI_80	0.665
CDCA7	NKI_80	0.398
ERBB4	NKI_80	-0.852
QSCN6L1	NKI_80	0.2
CYP2B6	NKI_80	-0.994
CIRBP	NKI_80	-0.29
ERBB3	NKI_80	-0.491
CHCHD5	NKI_80	-0.065
LOC124220	NKI_80	-1.164
TMCC2	NKI_80	0.241
DACH1	NKI_80	-0.644
HMGCL	NKI_80	-0.15
NCOA7	NKI_80	-0.03
FSCN1	NKI_80	0.36
KCNN4	NKI_80	0.381
CPEB2	NKI_80	-0.249
CYP2B6	NKI_80	-0.959
AKR7A3	NKI_80	-0.875
FLJ20273	NKI_80	-0.333
JMJD2B	NKI_80	-0.366
CDK2AP1	NKI_80	0.324
HEXIM1	NKI_80	-0.147
SH2D2A	NKI_80	0.231
IFNAR2	NKI_80	0.088
ASNS	NKI_80	-0.143
MLZE	NKI_80	0.128
SKP1A	NKI_80	-0.494
MYO5C	NKI_80	-0.404
APOBEC3B	NKI_80	0.405
LRBA	NKI_80	-0.223
UBXD3	NKI_80	-0.471
DSC2	NKI_80	0.455
TEGT	NKI_80	-0.267
EML4	NKI_80	0.281
KARCA1	NKI_80	-0.502
GATA3	NKI_83	-1.12
CA12	NKI_83	-0.808
THSD4	NKI_83	-0.988
AFF3	NKI_83	-0.516
TBC1D9	NKI_83	-0.765
FOXA1	NKI_83	-1.636
GREB1	NKI_83	-1.109
DNALI1	NKI_83	-1.228
VGLL1	NKI_83	1.006
PRR15	NKI_83	-0.98
SLC7A2	NKI_83	-0.872
XBP1	NKI_83	-0.746
SCUBE2	NKI_83	-1.114
MYB	NKI_83	-0.686
B3GNT5	NKI_83	0.243
CELSR1	NKI_83	-0.264
NAT1	NKI_83	-0.71
MAGED2	NKI_83	-0.4
VAV3	NKI_83	-1.035
FBP1	NKI_83	-0.683
BCL11A	NKI_83	0.509
SOD2	NKI_83	0.23
AGR2	NKI_83	-1.313
ERBB4	NKI_83	-0.447
TNFRSF21	NKI_83	0.178
PHGDH	NKI_83	0.144
TFF3	NKI_83	-1.432
STS-1	NKI_83	0.36
TCEAL1	NKI_83	-0.262
GABRP	NKI_83	1.061
FLJ21127	NKI_83	-0.316
BCL2	NKI_83	-0.336
MOAP1	NKI_83	-0.383
ACOT4	NKI_83	-0.512
YBX1	NKI_83	0.868
SOD2	NKI_83	0.175
MREG	NKI_83	-0.492
CDH3	NKI_83	0.714
C10orf38	NKI_83	0.396
RARRES1	NKI_83	0.133
ABTB2	NKI_83	0.188
RERG	NKI_83	-0.559
ST8SIA1	NKI_83	0.22
SIRPA	NKI_83	0.014
MICALL1	NKI_83	0.295
CDCA7	NKI_83	0.537
ERBB4	NKI_83	-0.558
QSCN6L1	NKI_83	0.128
CYP2B6	NKI_83	-1.311
CIRBP	NKI_83	-0.24
ERBB3	NKI_83	-0.223
CHCHD5	NKI_83	-0.246
LOC124220	NKI_83	-0.696
TMCC2	NKI_83	0.689
DACH1	NKI_83	-0.987
HMGCL	NKI_83	-0.299
NCOA7	NKI_83	0.43
FSCN1	NKI_83	0.158
KCNN4	NKI_83	0.495
CPEB2	NKI_83	-0.032
CYP2B6	NKI_83	-1.057
AKR7A3	NKI_83	-1.038
FLJ20273	NKI_83	-0.315
JMJD2B	NKI_83	-0.306
CDK2AP1	NKI_83	0.274
HEXIM1	NKI_83	-0.199
SH2D2A	NKI_83	0.224
IFNAR2	NKI_83	0.146
ASNS	NKI_83	0.13
MLZE	NKI_83	0.242
SKP1A	NKI_83	-0.379
MYO5C	NKI_83	-0.077
APOBEC3B	NKI_83	0.282
LRBA	NKI_83	-0.2
UBXD3	NKI_83	-0.496
DSC2	NKI_83	0.425
TEGT	NKI_83	-0.256
EML4	NKI_83	0.215
KARCA1	NKI_83	-0.4
GATA3	NKI_84	-1.2
CA12	NKI_84	-0.871
THSD4	NKI_84	-0.791
AFF3	NKI_84	-0.719
TBC1D9	NKI_84	-0.824
FOXA1	NKI_84	-1.274
GREB1	NKI_84	-0.901
DNALI1	NKI_84	-1.502
VGLL1	NKI_84	1.303
PRR15	NKI_84	-1.657
SLC7A2	NKI_84	-1.121
XBP1	NKI_84	-0.507
SCUBE2	NKI_84	-1.409
MYB	NKI_84	-1.101
B3GNT5	NKI_84	0.271
CELSR1	NKI_84	-0.349
NAT1	NKI_84	-0.582
MAGED2	NKI_84	-0.437
VAV3	NKI_84	-0.764
FBP1	NKI_84	-0.095
BCL11A	NKI_84	0.591
SOD2	NKI_84	0.618
AGR2	NKI_84	-0.956
ERBB4	NKI_84	-0.566
TNFRSF21	NKI_84	0.575
PHGDH	NKI_84	0.387
TFF3	NKI_84	-1.706
STS-1	NKI_84	0.436
TCEAL1	NKI_84	-0.507
GABRP	NKI_84	1.068
FLJ21127	NKI_84	-0.167
BCL2	NKI_84	-0.789
MOAP1	NKI_84	-0.223
ACOT4	NKI_84	-0.135
YBX1	NKI_84	0.415
SOD2	NKI_84	0.539
MREG	NKI_84	-0.195
CDH3	NKI_84	0.257
C10orf38	NKI_84	0.468
RARRES1	NKI_84	-0.214
ABTB2	NKI_84	0.2
RERG	NKI_84	-0.581
ST8SIA1	NKI_84	0.615
SIRPA	NKI_84	0.298
MICALL1	NKI_84	0.465
CDCA7	NKI_84	0.482
ERBB4	NKI_84	-0.754
QSCN6L1	NKI_84	0.389
CYP2B6	NKI_84	-1.238
CIRBP	NKI_84	-0.364
ERBB3	NKI_84	-0.643
CHCHD5	NKI_84	-0.132
LOC124220	NKI_84	-0.923
TMCC2	NKI_84	0.466
DACH1	NKI_84	-0.806
HMGCL	NKI_84	-0.189
NCOA7	NKI_84	0.213
FSCN1	NKI_84	0.486
KCNN4	NKI_84	0.783
CPEB2	NKI_84	-0.262
CYP2B6	NKI_84	-0.978
AKR7A3	NKI_84	-0.948
FLJ20273	NKI_84	-0.163
JMJD2B	NKI_84	-0.39
CDK2AP1	NKI_84	0.274
HEXIM1	NKI_84	-0.277
SH2D2A	NKI_84	0.49
IFNAR2	NKI_84	0.119
ASNS	NKI_84	0.822
MLZE	NKI_84	0.488
SKP1A	NKI_84	-0.305
MYO5C	NKI_84	-0.242
APOBEC3B	NKI_84	0.64
LRBA	NKI_84	-0.288
UBXD3	NKI_84	-0.39
DSC2	NKI_84	0.481
TEGT	NKI_84	-0.39
EML4	NKI_84	0.527
KARCA1	NKI_84	-0.274
GATA3	NKI_85	-1.405
CA12	NKI_85	-0.869
THSD4	NKI_85	-1.334
AFF3	NKI_85	-0.952
TBC1D9	NKI_85	-1.272
FOXA1	NKI_85	-1.902
GREB1	NKI_85	-0.675
DNALI1	NKI_85	-0.932
VGLL1	NKI_85	0.389
PRR15	NKI_85	-0.812
SLC7A2	NKI_85	-0.996
XBP1	NKI_85	-1.098
SCUBE2	NKI_85	-1.28
MYB	NKI_85	-0.277
B3GNT5	NKI_85	0.628
CELSR1	NKI_85	-0.774
NAT1	NKI_85	-0.701
MAGED2	NKI_85	-0.331
VAV3	NKI_85	-0.872
FBP1	NKI_85	-0.391
BCL11A	NKI_85	0.393
SOD2	NKI_85	0.411
AGR2	NKI_85	-1.249
ERBB4	NKI_85	-0.591
TNFRSF21	NKI_85	0.177
PHGDH	NKI_85	0.778
TFF3	NKI_85	-1.543
STS-1	NKI_85	0.503
TCEAL1	NKI_85	-0.432
GABRP	NKI_85	0.114
FLJ21127	NKI_85	-0.17
BCL2	NKI_85	-0.801
MOAP1	NKI_85	-0.315
ACOT4	NKI_85	-0.549
YBX1	NKI_85	0.432
SOD2	NKI_85	0.384
MREG	NKI_85	-0.555
CDH3	NKI_85	0.348
C10orf38	NKI_85	0.101
RARRES1	NKI_85	0.052
ABTB2	NKI_85	0.262
RERG	NKI_85	-0.668
ST8SIA1	NKI_85	0.358
SIRPA	NKI_85	0.147
MICALL1	NKI_85	0.065
CDCA7	NKI_85	0.769
ERBB4	NKI_85	-0.578
QSCN6L1	NKI_85	0.643
CYP2B6	NKI_85	-1.082
CIRBP	NKI_85	-0.295
ERBB3	NKI_85	-0.741
CHCHD5	NKI_85	-0.03
LOC124220	NKI_85	-1.239
TMCC2	NKI_85	0.089
DACH1	NKI_85	-0.744
HMGCL	NKI_85	-0.023
NCOA7	NKI_85	-0.204
FSCN1	NKI_85	0.085
KCNN4	NKI_85	0.746
CPEB2	NKI_85	-0.321
CYP2B6	NKI_85	-0.976
AKR7A3	NKI_85	-0.829
FLJ20273	NKI_85	-0.62
JMJD2B	NKI_85	-0.254
CDK2AP1	NKI_85	0.112
HEXIM1	NKI_85	-0.565
SH2D2A	NKI_85	0.373
IFNAR2	NKI_85	0.032
ASNS	NKI_85	0.579
MLZE	NKI_85	-0.038
SKP1A	NKI_85	-0.431
MYO5C	NKI_85	-0.226
APOBEC3B	NKI_85	-0.098
LRBA	NKI_85	-0.88
UBXD3	NKI_85	-0.2
DSC2	NKI_85	0.357
TEGT	NKI_85	-0.542
EML4	NKI_85	0.37
KARCA1	NKI_85	-0.315
GATA3	NKI_86	0.067
CA12	NKI_86	-0.606
THSD4	NKI_86	-0.654
AFF3	NKI_86	-0.216
TBC1D9	NKI_86	-0.596
FOXA1	NKI_86	-0.049
GREB1	NKI_86	-0.755
DNALI1	NKI_86	-0.319
VGLL1	NKI_86	-0.414
PRR15	NKI_86	-0.234
SLC7A2	NKI_86	-0.537
XBP1	NKI_86	-0.219
SCUBE2	NKI_86	-0.326
MYB	NKI_86	-0.484
B3GNT5	NKI_86	0.064
CELSR1	NKI_86	-0.497
NAT1	NKI_86	-0.017
MAGED2	NKI_86	-0.333
VAV3	NKI_86	-0.186
FBP1	NKI_86	-0.297
BCL11A	NKI_86	-0.003
SOD2	NKI_86	0.296
AGR2	NKI_86	-0.259
ERBB4	NKI_86	-0.283
TNFRSF21	NKI_86	-0.028
PHGDH	NKI_86	0.178
TFF3	NKI_86	-0.323
STS-1	NKI_86	0.237
TCEAL1	NKI_86	0.151
GABRP	NKI_86	-0.531
FLJ21127	NKI_86	0.075
BCL2	NKI_86	-0.295
MOAP1	NKI_86	-0.25
ACOT4	NKI_86	-0.006
YBX1	NKI_86	0.217
SOD2	NKI_86	0.203
MREG	NKI_86	-0.199
CDH3	NKI_86	0.536
C10orf38	NKI_86	-0.265
RARRES1	NKI_86	-0.052
ABTB2	NKI_86	-0.022
RERG	NKI_86	-0.452
ST8SIA1	NKI_86	0.2
SIRPA	NKI_86	0.135
MICALL1	NKI_86	-0.123
CDCA7	NKI_86	-0.231
ERBB4	NKI_86	-0.27
QSCN6L1	NKI_86	0.055
CYP2B6	NKI_86	-0.44
CIRBP	NKI_86	0.052
ERBB3	NKI_86	-0.191
CHCHD5	NKI_86	0.102
LOC124220	NKI_86	-0.199
TMCC2	NKI_86	-0.126
DACH1	NKI_86	-0.051
HMGCL	NKI_86	-0.172
NCOA7	NKI_86	0.066
FSCN1	NKI_86	-0.028
KCNN4	NKI_86	-0.217
CPEB2	NKI_86	-0.039
CYP2B6	NKI_86	-0.436
AKR7A3	NKI_86	-0.411
FLJ20273	NKI_86	-0.232
JMJD2B	NKI_86	-0.151
CDK2AP1	NKI_86	0.02
HEXIM1	NKI_86	0.011
SH2D2A	NKI_86	0.227
IFNAR2	NKI_86	-0.039
ASNS	NKI_86	0.349
MLZE	NKI_86	0.091
SKP1A	NKI_86	-0.295
MYO5C	NKI_86	-0.041
APOBEC3B	NKI_86	0.035
LRBA	NKI_86	-0.244
UBXD3	NKI_86	-0.254
DSC2	NKI_86	-0.399
TEGT	NKI_86	-0.05
EML4	NKI_86	0.363
KARCA1	NKI_86	-0.179
GATA3	NKI_88	-0.982
CA12	NKI_88	-0.85
THSD4	NKI_88	-1.063
AFF3	NKI_88	-0.847
TBC1D9	NKI_88	-1.212
FOXA1	NKI_88	-1.774
GREB1	NKI_88	-0.979
DNALI1	NKI_88	-1.257
VGLL1	NKI_88	0.879
PRR15	NKI_88	-1.288
SLC7A2	NKI_88	-1.023
XBP1	NKI_88	-0.637
SCUBE2	NKI_88	-1.13
MYB	NKI_88	-0.906
B3GNT5	NKI_88	-0.04
CELSR1	NKI_88	-0.535
NAT1	NKI_88	-0.664
MAGED2	NKI_88	-0.591
VAV3	NKI_88	-0.892
FBP1	NKI_88	-0.369
BCL11A	NKI_88	0.698
SOD2	NKI_88	0.417
AGR2	NKI_88	-1.346
ERBB4	NKI_88	-0.501
TNFRSF21	NKI_88	0.227
PHGDH	NKI_88	0.419
TFF3	NKI_88	-1.433
STS-1	NKI_88	0.333
TCEAL1	NKI_88	-0.625
GABRP	NKI_88	0.84
FLJ21127	NKI_88	-0.372
BCL2	NKI_88	-0.51
MOAP1	NKI_88	-0.41
ACOT4	NKI_88	-0.452
YBX1	NKI_88	0.297
SOD2	NKI_88	0.311
MREG	NKI_88	-0.458
CDH3	NKI_88	0.561
C10orf38	NKI_88	0.435
RARRES1	NKI_88	0.683
ABTB2	NKI_88	0.205
RERG	NKI_88	-0.281
ST8SIA1	NKI_88	0.232
SIRPA	NKI_88	0.226
MICALL1	NKI_88	0.414
CDCA7	NKI_88	0.099
ERBB4	NKI_88	-0.564
QSCN6L1	NKI_88	0.121
CYP2B6	NKI_88	-1.108
CIRBP	NKI_88	-0.35
ERBB3	NKI_88	-0.352
CHCHD5	NKI_88	-0.227
LOC124220	NKI_88	-0.978
TMCC2	NKI_88	0.453
DACH1	NKI_88	-0.625
HMGCL	NKI_88	-0.062
NCOA7	NKI_88	-0.015
FSCN1	NKI_88	0.353
KCNN4	NKI_88	0.633
CPEB2	NKI_88	-0.457
CYP2B6	NKI_88	-0.976
AKR7A3	NKI_88	-0.962
FLJ20273	NKI_88	-0.713
JMJD2B	NKI_88	-0.322
CDK2AP1	NKI_88	0.581
HEXIM1	NKI_88	-0.299
SH2D2A	NKI_88	0.326
IFNAR2	NKI_88	0.189
ASNS	NKI_88	0.504
MLZE	NKI_88	0.161
SKP1A	NKI_88	-0.377
MYO5C	NKI_88	-0.417
APOBEC3B	NKI_88	-0.239
LRBA	NKI_88	-0.259
UBXD3	NKI_88	-0.177
DSC2	NKI_88	0.927
TEGT	NKI_88	-0.29
EML4	NKI_88	0.485
KARCA1	NKI_88	-0.297
GATA3	NKI_89	-0.989
CA12	NKI_89	-1.028
THSD4	NKI_89	-0.907
AFF3	NKI_89	-0.559
